1161|chota bheem swim bag by vividha, mumbai|swim-bag chota-bheem 
1160|chota bheem cushion cover by vividha, mumbai|cushion-cover chota-bheem 
1159|chota bheem Flat Sheet Set by vividha, mumbai|baby-and-kids bed-sheets chota-bheem 
1158|chota bheem bean chair by vividha, mumbai|baby-and-kids bean-chair chota-bheem 
1157|chota bheem bean bag by vividha, mumbai|chota-bheem bean-bag baby-and-kids 
1156|Chota bheem infant quilt by vividha, mumbai|chota-bheem infant-quilt quilt 
1155|Cows and Alien wallpaper. I saw this wallpaper on Open Box window manager site and thought of sharing it because it looks kinda cool to me :D|wallpaper linux 
1154|UNGLI PUTLIs or Dance Puppets by KEC Games and Toys| puppets putli 
1153|Kreedangan - Traditional outdoor indian games - a book detailing 9 interesting outdoor games from India , along with some game requirements and packaged it all in an unbleached cotton bag. By KEC Games and Toys|books traditional-games 
1152|chipkoos magnets by kec games and toys|fridge-magnet magnet 
1151|Shoes by kingdom of calm|shoes 
1150|Yellow Metal Scales shoes by kingdom of calm|shoes 
1149|Jewellery boxes, Soapstone medallion on timber 9x9x3 in, 7x7x2.75 in Get them at Collective Craft, New Delhi.|handicrafts 
1148|hand painted shoes by kingdom of calm|hand-painted handicraft shoes 
1147|headphones by kingdom of calm|headphones 
1146|Headphones by kingdom of calm|headphones 
1145|Hourmugham clock by kirukk, bangalore|clock 
1144|ghanta singh clock by kirukk, bangalore|clock 
1143|Earring aid keyring holder by kirukk, bangalore|key key-chain keyring-holder 
1142|MOOCHOOK keyring holder by kirukk, bangalore| keyring-holder key key-chain 
1141|Tea light by kirukk, bangalore. The first photo is with lights out and the second one with lights on.|tea-light lamp 
1140|King magnet by kirukk, bangalore|fridge-magnet magnet 
1139|horn ok please magnet by kirukk, bangalore|fridge-magnet magnet 
1138|TABLE CLOCK 6&quot; x 6&quot; in. Hand painted Pattachitra on wood from Collective Craft, New Delhi|handicrafts 
1137|Patachitra Interiors hand painted kitchen cabinets from Collective Craft, New Delhi.|handicrafts pattachitra
1136|Orissa Granite, from Collective Art, New Delhi.|handicrafts granite orissa
1135|ganesha name plate by kolors, bangalore|nameplate ganesh 
1134|Parrot Suncatcher by kolors, bangalore|stained-glass-art 
1133|yellow lampshade by kolors, bangalore|lampshade stained-glass-art 
1132|Madhubani inspired Agarbatti Stand by masala popsicles, bangalore|agarbatti-stand madhubani 
1131|Dumroowale Ganesh idol by masala popsicles, bangalore|ganesh idol 
1130|handpainted wooden spoon by masala popsicles, bangalore|wood spoon handicraft hand-painted
1129|The Vintage bottle by masala popsicles, bangalore|bottle 
1128|TheFlower Power bottle by masala popsicles, bangalore|bottle 
1127|Rangoli Agarbati Stand by masala popsicles, bangalore|rangoli agarbatti-stand 
1126|earring stand by masala popsicles, bangalore|earring-stand earring 
1125|boot scrapers by mats matter, kerala|boot-scrapers 
1124|boot scrapers by mats matter, kerala|boot-scrapers 
1123|handspun jute rugs by mats matter, kerala|rugs jute 
1122|coir basket by mats matter, kerala|basket coir 
1121|Reversible Coir Rope door Mats by mats matter, kerala|coir door-mats floor-mats 
1120|Natural Fiber Pouffe by mats matter, kerala|natural-fibre pouffe 
1119|flip flop door mats by mats matter, kerala|floor-mats door-mats flip-flop 
1118|Patchouli soap - benefits include deep musky exotic aroma, antiseptic and antiviral, a potent Aphrodisiac by neev herbal soaps limited, jamshedpur|patchouli herbal soap 
1117|neem tulsi liquid soap - benefits include Excellent moisturizer, high in Vitamin E, soothing to stressed skin, antidepressant, antibacterial and antifungal by neev herbal soaps limited, jamshedpur|neem tulsi herbal 
1116|Lemongrass soap - benefits include Antimicrobial, anti fungal and antiseptic, combats excessive perspiration and balances oily skin. Its refreshing aroma removes nervous exhaustion by neev herbal soaps limited, jamshedpur|lemongrass soap 
1115|Aloe - Lavender soap : Moisturizing and Healing for the skin by neev herbal soaps limited, jamshedpur|aloe-vera lavendar soap 
1114|C-berry tangy amla by neev, new delhi|amla 
1113|C-Berry Dark Chocolate Dipped Amla by neev, new delhi|amla chocolate dark-chocolate 
1112|Love Cookies ~ delicious ragi enrobed in velvety dark chocolate by neev, delhi|chocolate dark-chocolate ragi 
1111|Animal-shaped Ragi~Dark Chocolate Cookies: Velvety dark chocolate enrobed ragi cookies ... cut out in adorable animal shapes. by Neev, New delhi|animal ragi dark-chocolate cookies 
1110|Amla-Honey-Black Grape Granola Bar - This one of its kind bar combines tangy dried black grapes, honey and amla which is considered by Ayurveda to balance all the three &quot;doshas&quot; essential to good health and well being. Packed with nutrients and ingredients which promote longevity, purify the blood, strengthen the heart, cool the body and enhances the intellect, this yummy bar is just plain addictive too. by Neev, New Delhi|amla honey black-grape granola-bar ayurveda 
1109|Taj Mahal Tshirt by green the gap, delhi|tshirt taj-mahal
1108|Brooke Clutch - Clutch purse made from waste clothes with recycled rubber detailing on flap. Contains many functional compartments. by green the gap, delhi|clutch purse rubber bags eco-friendly recycled 
1107|Flex Coin Pouch - Small pouch made from waste flex, suitable for coins. by green the gap, delhi|pouch bags eco-friendly recycled 
1106|Mother dairy pouch - Zip pouch made from recycled milk packaging and waste clothes.|zip-pouch bags eco-friendly recycled 
1105|Ringtone mobile pouch - Simple cloth mobile phone pouch with draw string. by green the gap, delhi|mobile-case mobile-pouch eco-friendly mobile-phone-accessories r 
1104|Tanushree wallet - Lightweight wallet made from jute and waste clothes. by green the gap, delhi|eco-friendly wallet jute 
1103|Trirubber bag - A4 size bag made from recycled rubber sheeting and waste clothes by green the gap, delhi|bags eco-friendly handbags recycled 
1102|Bag of Bengal - Popular handbag with two handles and zip pocket on the front, made from waste clothes and rexine. by green the gap, delhi|handbags bengal bags eco-friendly recycled 
1101|Sunny Pencil Case - Pencil case made of recycled tyre rubber,waste rexine and waste fabrics. by green the gap, delhi|eco-friendly pencil-box pencil-case recycled 
1100|Name holder and name badge - Name holder and name badge for conferences, made of recycled tyre and fabric. by green the gap, delhi|name-holder name-badge eco-friendly recycled 
1099|GTG/Menwhopause Hip Flask - 200 ml hip flask with rubber covering. Menwhopause/GtG logo on flask. by green the gap, delhi|hipflask eco-friendly recycled 
1098|GtG/Menwhopause rubber ash tray - Rubber ash try, box style. Two press studs allow ash to be emptied neatly. by green the gap, delhi|ashtray eco-friendly recycled 
1097|Doodh pencil case - Pencil case made of recycled milk packets and waste fabrics. by green the gap, delhi|pencil-case pencil-box 
1096|Colourful Holder - A holder made of recycled tetra pack. Could be used as a Napkin holder or a pen stand. by green the gap, delhi|holder pen-stand napkin-holder eco-friendly recycled 
1095|juicy coasters - coasters made of recycled rubber and waste Tetra pack packaging. by green the gap, delhi|recycled coasters eco-friendly 
1094|diary by happy, mumbai|diary 
1093|tote bags with hand painted, handmade button badges by happy, mumbai|bags 
1092|batman and robin superhero magnet by happy, mumbai|magnet superhero batman robin 
1091|candles by happy, mumbai|candle 
1090|spread the lights candle by happy, mumbai|candle 
1089|hot chocolate on a cold day coffee mugs by happy, mumbai|coffee-mugs 
1088|cold coffee on a hot day mugs by happy, mumbai|coffee-mugs 
1087|Wise Tote Trapeze by clean planet, andheri west, mumbai|bags 
1086|compact genius tote by clean planet|bags tote 
1085|Flip Flip Draw String White bags by dejainer, hauz khas, delhi|bags flip-flop 
1084|binju red kolapuri wallet by dejainer, hauz khas, delhi|bags wallet kolhapuri 
1083|laptop handbag masarkali by dejainer, hauz khas, bangalore|bags laptop-bags 
1082|cross body draw string bag by dejainer, hauz khas, delhi|bags 
1081|caayooote blackberry sleeve or holder by dejainer, hauz khas, delhi|mobile-phone-holders mobile-phone-accessories blackberry phone 
1080|laptop bag munnu by dejainer, hauz khas, delhi|bags laptop-bags 
1079|cosmetic bag by dejainer, hauz khas, delhi|bags cosmetic-bag 
1078|mini camera bag by dejainer, hauz khas, delhi. The bag is waterproof and also keep mobile phones.|bags camera-bag 
1077|Hand Painted Organic Cotton &amp; Bamboo Tshirt with Two Birds by Bootika, mumbai|bamboo organic-cotton tshirt eco-friendly 
1076|Hand painted HipFlask JIM Morrison by &quot;By Rohit Kant&quot;, Delhi|hipflask hand-painted handicraft 
1075|Hand painted HipFlask CHE Guevera by &quot;By Rohit Kant&quot;, Delhi|hipflask hand-painted handicraft
1074|Hand painted smokey Cases - Cigarette Holder - Che Guevera by &quot;By Rohit Kant&quot;, Delhi|cigarette-case hand-painted handicraft 
1073|Hand painted smokey Cases - Cigarette Holder - Jim Morrison by &quot;By Rohit Kant&quot;, Delhi|cigarette-case hand-painted handicraft 
1072|Bhagat Singh Card holder by &quot;By Rohit Kant&quot;, Delhi|card-holder 
1071|Hand painted helmets by &quot;By Rohit Kant&quot;, Delhi|bike-accessories helmet hand-painted
1070|Hand painted pocket timepieces by &quot;By Rohit Kant&quot;, Delhi|timepiece clock hand-painted
1069|blackberry customizations by paintings - by &quot;By Rohit Kant&quot;, Delhi|blackberry painting phone hand-painted handicraft 
1068|Airbrushed vintage portraits by &quot;By Rohit Kant&quot;, Delhi|painting portrait
1067|Hand painted ties by &quot;By Rohit Kant&quot;, Delhi|ties hand-painted handicraft
1066|Hand painted shoes by &quot;By Rohit Kant&quot;, Delhi|shoes hand-painted handicraft
1065|Hand painted wallets by &quot;By Rohit Kant&quot;, Delhi|wallet hand-painted handicraft
1064|Hand painted bags by &quot;By Rohit Kant&quot;, Delhi|bags hand-painted handicraft
1063|Bunch of Hearts - Pink chocolates by butterfly wings, bangalore|chocolate pink
1062|Bunch of Hearts - Lavender chocolates by butterfly wings, bangalore|chocolate lavendar
1061|blue curio chocolates by butterfly wings, bangalore|chocolate blue-curio
1060|mini wine truffles by butterfly wings, bangalore|chocolate wine truffles
1059|Golden papillon by butterfly wings, bangalore|chocolate 
1058|Purple papillon by butterlfy wings, bangalore|chocolate 
1057|long island chocolates by butterfly wings, bangalore|chocolate 
1056|Fragrant hand made soaps made with essential oils n flavours by Butterfly wings, bangalore|soap handicraft handicrafts 
1055|Cherry Mee chocolate by butterfly wings, bangalore|chocolate 
1054|Walnuty Wednesday by butterfly wings, bangalore|chocolate 
1053|Magic mint truffle by butterfly wings, bangalore|chocolate mint trffles
1052|chocolate bouquet by butterfly wings, bangalore|chocolate 
1051|Blue Ocean : a handcrafted terra plate inspired by the famous &#039;rope-works&#039; - created by Butterfly Wings, bangalore !! — at Butterfly Corner.|handicraft plate terracotta 
1050|Block Printed Ghicha Tussar Silk Saree - Thamboori Silks, bangalore|tussar silk saree 
1049|Hand Mirror by designer Padma - Handcrafted wooden hand mirror with tanjore work will easily fit even in your tiny handbag and clutch.|woodwork mirror handicraft 
1048|Checkered Design Table Lamp Shade - 48Holy Goat, hyderabad|lamps home-and-interior 
1047|Square Shaped Table Lamp Shade - 48Holy Goat, hyderabad|lamps home-and-interior 
1046|Smart Design Sketched Table Lamp Shade - 48Holy Goat, hyderabad|lamps home-and-interior 
1045|Blue Colour Design Sketched Table Lamp Shade - 48Holy Goat, hyderabad|table lamp home-and-interior 
1044|Amrapali Print Sketched Table Lamp Shade - 48Holy Goat, hyderabad|home-and-interior 
1043|Mehndi Print Sketched Table Lamp Shade - 48Holy Goat, hyderabad|mehndi lamp 
1042|Henna Print Black and White Sketched Table Lamp Shade - 48Holy Goat, hyderabad|mehndi lamp 
1041|Henna Print Colourful Sketched Table Lamp Shade - 48Holy Goat, hyderabad|home-decoration  lamp 
1040|Kerala Mural art - Krishna wooing Radha by 64 arts, bangalore|painting mural krishna 
1039|Lady Dokra Musician - Anwesha Tribal Arts &amp; Crafts, bhubaneshwar|tribal-art 
1038|Shirt Dokra Hanger - Anwesha Tribal Arts &amp; Crafts, bhubaneshwar|tribal-art 
1037|Shirt Dokra Hanger Plain - Anwesha Tribal Arts &amp; Crafts, bhubaneshwar|tribal-art 
1036|Tortoise Dokra Candle Stand - Anwesha Tribal Arts &amp; Crafts, bhubaneshwar|candle tribal-art 
1035|Owl Dokra Box - Anwesha Tribal Arts &amp; Crafts, bhubaneshwar|tribal-art box
1034|White Beaded Medallion Pendant Necklace - Elegant Elements|jewellery necklace pendant
1033|Dhokra Bull by Uniaak - Handmade dhokra metal bull figurine.|handicraft bull 
1032|Pen Stand by Uniaak - Handmade dhokra metal pen stand to suit your office decor.|office decoration pen-stand 
1031|Handmade Dokra Tribal Bracelet by sanvee home shoppee, mumbai|dokra tribal-art bracelet
1030|Dokra Jewellery Set by Villcart, baroda|jewellery dokra
1029|Handmade Dokra Diya in Brass by sanvee home shoppee, mumbai|brass diya dokra 
1028|Handmade Dokra Sun Wall Hanging in Brass by sanvee home shoppee, mumbai|wall-hanging dokra brass 
1027|Handmade Brass Dokra Key Chain Holder by sanvee home shoppee, mumbai|key-chain dokra brass 
1026|Painting Chess - Majestic dokras wall hanging by sanvee home shoppee, mumbai|dokra home-interior chess wall-hanging 
1025|Colourful Flower Crochet Necklace by sanvee home shoppee, mumbai|necklace crochet 
1024|Cocoa Crochet Necklace by sanvee home shoppee, mumbai|necklace crochet 
1023|Cream Crochet Earrings - No Strings Attached, mumbai|earring crochet 
1022|Black Crochet Hoops - No Strings Attached, mumbai|hoops crochet 
1021|Beaded Crochet Neckpiece by sanvee home shoppee, mumbai|necklace crochet 
1020|Beautiful Crochet Anklet by sanvee home shoppee, mumbai|anklet crochet 
1019|Peache Phone-Cover by the ark&#039;s bloom|phone cover 
1018|Green Phone-Cover by The ark&#039;s bloom, bangalore|phone cover 
1017|Ark&#039;s Bloom Baby-Pink Phone-Cover, bangalore|phone cover 
1016|Yoga Freak Sandals - The Ark&#039;s Bloom, bangalore|Yoga sandals 
1015|Pearl Princess(Small) - The Ark&#039;s Bloom, bangalore|pearl 
1014|Elegant Ellie(Medium) - The Ark&#039;s Bloom at bangalore|crochet 
1013|Crochet Cream Brown Hair Clip by sanvee home shoppee, mumbai|crochet hair clip 
1012|Crochet Red Hair Clip by Sanvee Home Shoppee, mumbai|crochet hair clip 
1011|Handmade Cream Crochet Earrings by sanvee home shoppee, mumbai|crochet earring 
1010|Handmade Pinkish Crochet Earrings by sanvee home shoppee, mumbai|crochet earrings 
1009|Zig Road Crochet Bracelet by sanvee home shoppee, mumbai|crochet bracelet 
1008|Blue Purple Crochet Bracelet by sanvee home shoppee, mumbai|crochet bracelet 
1007|Chopad Traditional Game by sanvee home shoppee, mumbai|chopad traditional-game 
1006|2Maple Leaf Key hanger by World O Ceramica|key chain key-hanger 
1005|Red Warli Tapper Long Vase - ExclusiveLane|warli tribal-art 
1004|Gold Ganesha Wall Hanging by World O Ceramica|ganesha wall-hanging 
1003|Bright Yellow (15&quot; by 10&quot;) wall clock - ExclusiveLane|wall clock 
1002|Black Gold WARLI Long Vase - ExclusiveLane|warli tribal-art 
1001|Wooden Wall Decor Frame With 3 Pot - ExclusiveLane|home decoration wall-decoration 
1000|Om Wall Hanging by World O&#039; Ceramica|wall-hanging home decoration 
999|Blue Gold Warli Tapper Long Vase - ExclusiveLane|warli tribal-art vase
998|Black Gold Warli Round Matki Vase - ExclusiveLane|warli tribal-art matki vase 
997|Red Warli Round Matki Vase - ExclusiveLane|warli tribal-art matki vase 
996|Blue Gold Warli Round Matki Vase - ExclusiveLane|warli tribal-art matki vase 
995|Black Red Madhubani Round Neck Vase - ExclusiveLane|madhubani vase 
994|Yellow Aroma Diffusor - ExclusiveLane| aroma diffusor
993|Red Aroma Diffusor - ExclusiveLane| aroma diffusor
992|Hanging Blue Lantern - ExclusiveLane| lantern home-decoration
991|Terracotta Assorted Miniature Set - ExclusiveLane|terracotta pottery  
990|Blue Assorted Miniature Set - ExclusiveLane|pottery clay 
989|Red Warli(Set of 2) Tooth Pick Holder With Toothpicks - ExclusiveLane|warli tribal-art toothpick holder 
988|Red Knitted Pen Stand - ExclusiveLane|pen-stand 
987|Mustard Base Wall clock - ExclusiveLane|clock 
986|Blue Floral Wall-Hanging - World O Ceramica|wall-hanging 
985|Terracotta Ganesha With Diya - Villcart|terracotta ganesh diya 
984|Terracotta Warli Wall Piece - Villcart|warli tribal-art wall piece 
983|Terracotta Om Wall Piece - Villcart|terracotta wall-piece 
982|Terracotta Om Key Holder - Villcart|terracotta key-holder 
981|Green Pot by Potterz Clay|pottery pot 
980|Rings Mug by Potterz Clay|pottery mug 
979|Brass Duck Bowl - ROHA|brass bowl 
978|Brass Round Design Purplish Blue Drop Earring - Bindurekha Fashion Studio|brass earring 
977|Brass Deer &amp; Doe Pair Animal by ROHA, Delhi @Rs 49,999|brass home-decoration 
976|Brass Wall Hanging Piece by sanvee home shoppee, mumbai|brass wall-hanging 
975|Brass Pen - Beautiful Art &amp; Craft|brass pen 
974|spice container - Le Blue Mondiale|spice-container blue-pottery 
973|Lotus Diya - Le Blue Mondiale|diya blue-pottery 
972|Bathroom Set - Le Blue Mondiale|bathroom-set blue-pottery soap-case toothbrush-holder 
971|Beautiful Surahi - Le Blue Mondiale|surahi blue-pottery 
970|Blue Surahi - Le Blue Mondiale|surahi blue-pottery 
969|Sky Blue Pen Stand - Le Blue Mondiale|blue-pottery pen-stand 
968|Blue Elephant - Le Blue Mondiale|blue-pottery home-decoration 
967|Pen Stand - Le Blue Mondiale|blue-pottery pen-stand 
966|Rose Bowl - Le Blue Mondiale|blue-pottery bowl 
965|Melon Pot - Le Blue Mondiale at craftsvilla.com|blue-pottery pot 
964|Flower Vase by Le Blue Mondiale at craftsvilla.com|blue-pottery flower-vase 
963|Bamboo Wall Clamped Lamp by Kraftinn|bamboo lamp 
962|Round Bamboo Lamp by The Tribal Root at craftsvilla.com|bamboo lamp 
961|Bamboo Lamp by The Tribal Root at craftsvilla.com|bamboo lamp 
960|Cane Trays by The Tribal Root at craftsvilla.com|trays lamp cane 
959|Bamboo Trays by The Tribal Root at craftsvilla.com|bamboo trays 
958|Bottle Holders by The Tribal Root at craftsvilla.com|bottle-holders 
957|Bird Nest Lamp by Kraftinn at craftsvilla.com|lamp 
956|Hanging Stripes Lamp by Kraftinn at craftsvilla.com|lamp 
955|Wine Chiller by Kraftinn at craftsvilla.com|wine chiller 
954|Butter My Orange Soap by Soulflower at craftsvilla.com|soap 
953|cable twister from kya cheez hai at itshandmade.in|cable twister 
952|Pretty Bow dog Collar by heads up on tails at itshandmade.in|dog-collar dog 
951|Pink Bones dog Bowl by heads up on tails at itshandmade.in| dog dog-bowl
950|Blue Bones dog Bowl by itshandmade.in| dog dog-bowl
949|Brown Manhattan Dog Collar by heads up for tails at itshandmade.in|dog dog-collar 
948|Sparkling Charm dog Collar by heads up on tails at itshandmade.in| dog dog-collar
947|&#039;World&#039;s Cutest Dog&#039; Dog Bandana by heads up for tails at itshandmade.in|dog dog-bandana 
946|Big Square Rangoli by kundan bead rangolis at itshandmade.in| rangoli
945|Colourful Round Rangoli by kundan bead rangolis at itshandmade.in|rangoli 
944|Crochet Butterfly ponytail bands by wow mom at itshandmade.in|crochet ponytail-bands 
943|Large crochet wool rose hairband by wow mom at itshandmade.in|crochet hairband 
942|3 strand tie up hairband by wow mom at itshandmade.in|hairband 
941|Furry Heart - Love, red and hearts that’s whats this season. Gift this furry little heart to your loved one! Small 8 inch heart made of red fur and filled with poly fill. by plush at itshandmade.in|gift 
940|FaceBook Cushion Cover by plush at itshandmade.in|cushion-cover 
939|Reversable English floral printed Table Runner - A bunch of roses always look nice, be it in the garden, in a corner of your house or a table runner adorning your centre table. Peachy pink floral print on one side with delicate scallop stitch bordering the runner,while a solid peach on the reverse with a floral patchwork. Made in 100% cotton by enthucutlets at itshandmade.in|table-runner printed 
938|Kitchen Towel holder comes in different colors like pink,yellow, green, brown and purple. It&#039;s made of recycle wood and bamboo, handmade to organize your kitchen counter.- by enthucutlets at itshandmade.in|kitchen-towel-holder eco-friendly 
937|Reversable Table Runner - Pop never go out of fashion,concentric circles in contemporary hues and a solid brown on reverse make this runner and your dining room chic. by enthucutlets at itshandmade.in|table-runner 
936|Custom Pin up board with Black Board by enthucutlets at itshandmade.in|black-board 
935|Bollywood napkin holder - Decoupaged wooden napkin or serviette holder An decorative add on to your dining table or serving trays. by itum bomb at itshandmade.in|bollywood napkin-holder 
934|Krishna Gopis file/magazine/newspaper holder - Handmade &#039;D&#039; shaped wooden file holder. Can be used for storing magazines, files, news papers, books etc. Livens up any table, shelf, and desk. by itum bomb at itshandmade.in|krishna gopis wood file-holder 
933|Indian classical wooden tissue box by itum bomb at itshandmade.in|wood tissue-box 
932|Indian classical napkin holder - Decoupaged wooden napkin or serviette holder An decorative add on to your dining table or serving trays. by itum bomb at itshandmade.in|wood napkin-holder 
931|Laxmi napkin holder by itum bomb at itshandmade.in|lakshmi napkin-holder 
930|Radha Krishna file/magazine/newspaper holder - Handmade &#039;D&#039; shaped wooden file holder. Can be used for storing magazines, files, news papers, books etc. Livens up any table, shelf, and desk. by itum bomb at itshandmade.in|rasha krishna wood file-holder 
929|Customized Photo Bean Bag by dottedi at itshandmade.in| customized bean-bag
928|Personalised Photo Cushion by dottedi at itshandmade.in|customized cushion 
927|Warli art - Celebration of Festival - Bring home the Indian ancient Warli Culture. This painting will surely add more ethnicity to your wall. Warli is the name of the largest tribe found on the northern outskirts of Mumbai, in Western India. The word Warli comes from warla which means a piece of land or a field. In this painting, people are celebrating harvest festival. This has a wooden base with black colour frame. Easy to maintain. Can be easily hung on a screw or a nail with a hook given behind it. It c|warli tribal-art painting 
926|Beautiful Peacock Key Holder by home craft at itshandmade.in|peacock key-holder 
925|African Masai Women painting - The Maasai are one of the most impoverished tribes in East Africa. A noble and dignified people, they have proudly mantained their traditional lifestyle and cultural identity despite pressures of the modern world. They live a nomadic lifestyle raising cattle and goats, wearing traditional clothes, and living in small villages called manyattas. This ia an acrylic painting of 3 women gathering food for thier family. Has a wooden base. It has a black colour frame. Easy to maintai|african masai painting 
924|Goddess Lakshmi Key Holder by home craft at itshandmade.in|lakshmi key-holder 
923|Tam-Bramh Couple - highly influenced by the dressing sense and cultured, traditional Tamil Brahman couple!!! two masks painted and also ornamented with artificial stones! by Priyanks at itshandmade.in|masks hand-painted handicraft 
922|Togetherness - a wall hanging of the sun and moon coming together as one! by Priyanks at itshandmade.in|wall-hanging 
921|Tam-Bramh Couple - highly influenced by the dressing sense and cultured, traditional Tamil Brahman couple!!! two masks painted and also ornamented with artificial stones! by priyanks at itshandmade.in|masks hand-painted handicraft 
920|Spoon &amp; Fork chandelier by the fool at itshandmade.in|chandelier 
919|Meditating Buddha Trio cushion cover by amviart at itshandmade.in|buddha cushion-cover 
918|Royal Peacock cushion cover by amviart at itshandmade.in|peacock cushion-cover 
917|Egyptian Combo cushion cover by amviart at itshandmade.in|cushion-cover 
916|Koya Tribes - Cushion Cover by amviart at itshandmade.in| koya tribal-art cushion-cover
915|Wine print tray - Handmade wooden decoupaged tray with a wine and grapes print. A must have for dinner parties. by itum bomb at itshandmade.in|wood tray
914|Damask print tray - Decoupaged wooden tray with a classical print. Adds an classy edge to serving. by itum bomb at itshandmade.in| 
913|Zeenat print tray by itum bomb at itshandmade.in|tray wood 
